serial_no,slide_id,state,district,slide_name,road_location,latitude,longitude,material,movement_type,history
23624,MIZ/AZL/2024/796,Mizoram,Aizawl,,,23.35406111,93.04156111,Debris,Slide,28 September 2024
23625,MIZ/AZL/2024/797,Mizoram,Aizawl,,,23.35958611,93.04477222,Debris,Slide,28 September 2024
23626,MIZ/KOL/2024/798,Mizoram,Kolasib,,,23.36556111,93.05125278,Rock,Fall,9 July 2024
23627,MIZ/KOL/2024/799,Mizoram,Kolasib,,,23.36966389,93.04609444,Debris,Slide,9 July 2024
23628,MIZ/KOL/2024/800,Mizoram,Kolasib,,,23.05209722,93.12644167,Debris,Slide,28 August024
23629,MIZ/KOL/2024/801,Mizoram,Kolasib,,,23.03821667,93.12529444,Rock,Slide,17 September 2024
23630,MIZ/KOL/2024/802,Mizoram,Kolasib,,,23.54294167,93.23821667,Debris,Slide,24 September 2024
23631,MIZ/KOL/2024/803,Mizoram,Kolasib,,,24.5503,93.25550278,Rock,Fall,
23632,MIZ/KOL/2024/804,Mizoram,Kolasib,,,24.55205833,93.25569167,Rock,Fall,9 July 2024
23633,MIZ/KOL/2024/805,Mizoram,Kolasib,,,24.56016389,93.24426944,Debris,Slide,"Aug- Sept,2024"
23634,MIZ/KOL/2024/806,Mizoram,Kolasib,,,24.56981667,93.2734,Debris,Slide,
23635,MIZ/KOL/2024/807,Mizoram,Kolasib,,,24.58928889,93.31006944,Debris,Slide,
23636,MIZ/KOL/2024/808,Mizoram,Kolasib,,,24.58496667,93.31397222,Debris,Slide,
23637,MIZ/KOL/2024/809,Mizoram,Kolasib,,,24.599425,93.30004722,Debris,Slide,24 August 2024
23638,MIZ/KOL/2024/810,Mizoram,Kolasib,,,24.60921944,93.30050278,Debris,Slide,24 September 2024
23639,MIZ/KOL/2024/811,Mizoram,Kolasib,,,24.63960833,93.30401111,Debris,Slide,
23640,MIZ/KOL/2024/812,Mizoram,Kolasib,,,24.64528611,93.28593611,Debris,Slide,24 September 2024
23641,MIZ/KOL/2024/813,Mizoram,Kolasib,,,24.02205833,93.29369167,Debris,Slide,24 September 2024
23642,MIZ/KOL/2024/814,Mizoram,Kolasib,,,23.01689167,93.283175,Debris,Slide,24 September 2024
23643,MIZ/KOL/2024/815,Mizoram,Kolasib,,,24.02782222,93.28944444,Debris,Slide,2 July 2024
23644,MIZ/KOL/2024/816,Mizoram,Kolasib,,,24.04014167,93.2915,Debris,Slide,2 July 2024
23645,MIZ/KOL/2024/817,Mizoram,Kolasib,,,24.03980278,93.29373889,Debris,Slide,2 July 2024
23646,MIZ/KOL/2024/818,Mizoram,Kolasib,,,24.05823611,93.28901944,Debris,Slide,2 July 2024
23647,MIZ/KOL/2024/819,Mizoram,Kolasib,,,24.09210556,93.29866667,Rock,Slide,24 September 2024
23648,MIZ/KOL/2024/820,Mizoram,Kolasib,,,24.12428889,93.318525,Earth,Slide,2 July 2024
23649,MIZ/KOL/2024/822,Mizoram,Kolasib,,,24.16986389,93.33564167,Debris,Slide,
23650,MIZ/KOL/2024/823,Mizoram,Kolasib,,,24.19022778,93.35379167,Debris,Slide,
23651,MIZ/KOL/2024/824,Mizoram,Kolasib,,,24.22922222,93.35478333,Debris,Slide,
23652,MIZ/KOL/2024/825,Mizoram,Kolasib,,,24.297775,93.34159722,Debris,Slide,24 September 2024
23653,MIZ/KOL/2024/826,Mizoram,Kolasib,,,24.31379722,93.33684722,Debris,Slide,
23654,MIZ/KOL/2024/827,Mizoram,Kolasib,,,24.35137778,93.34095556,Debris,Slide,24 September 2024
23655,MIZ/KOL/2024/828,Mizoram,Kolasib,,,24.37023056,93.34268889,Debris,Slide,
23656,MIZ/KOL/2024/829,Mizoram,Kolasib,,,23.6385278,93.13694722,Debris,Slide,18 August2024
23657,MIZ/KOL/2024/830,Mizoram,Kolasib,,,23.631219,93.118033,Debris,Slide,15 August 2024
23658,MIZ/KOL/2024/831,Mizoram,Kolasib,,,23.6315833,93.13670278,Debris,Slide,
23659,MIZ/KOL/2024/832,Mizoram,Kolasib,,,23.63703333,93.14361389,Debris,Slide,
23660,MIZ/KOL/2024/834,Mizoram,Kolasib,,,23.62418333,93.14208611,Debris,Slide,15 August 2024
23661,MIZ/KOL/2024/835,Mizoram,Kolasib,,,23.60360833,93.14173056,Debris,Slide,18 August2024
23662,MIZ/KOL/2024/836,Mizoram,Kolasib,,,23.56672222,93.13764444,Debris,Slide,9 July 2024
23663,MIZ/KOL/2024/837,Mizoram,Kolasib,,,24.04014167,93.2915,Debris,Slide,2 July 2024
23664,MIZ/KOL/2024/838,Mizoram,Kolasib,,,24.56771111,93.14291667,Debris,Complex,9 July 2024
23665,MIZ/KOL/2024/839,Mizoram,Kolasib,,,24.57467222,93.14389722,Debris,Slide,9 July 2024
23666,MIZ/KOL/2024/840,Mizoram,Kolasib,,,24.57470833,93.13897222,Debris,Complex,9 July 2024
23667,MIZ/KOL/2024/841,Mizoram,Kolasib,,,24.57151389,93.141725,Debris,Complex,2 July 2024
23668,MIZ/KOL/2024/842,Mizoram,Kolasib,,,24.56917222,93.14073611,Debris,Slide,2 July 2024
23669,MIZ/KOL/2024/843,Mizoram,Kolasib,,,24.5606,93.13071389,Debris,Slide,7 July 2024
23670,MIZ/KOL/2024/844,Mizoram,Kolasib,,,24.55987778,93.12541667,Debris,Slide,7 July 2024
23671,MIZ/KOL/2024/845,Mizoram,Kolasib,,,24.08927222,93.12408611,Debris,Slide,28 September 2024
23672,MIZ/KOL/2024/846,Mizoram,Kolasib,,,24.10641389,93.12339944,Debris,Slide,28 September 2024
23673,MIZ/KOL/2024/847,Mizoram,Kolasib,,,24.10710778,93.11535444,Debris,Slide,7 July 2024
23674,MIZ/KOL/2024/848,Mizoram,Kolasib,,,24.10015917,93.10461389,Rock,Slide,24 September 2024
23675,MIZ/KOL/2024/849,Mizoram,Kolasib,,,24.11104722,93.10374167,Earth,Slide,24 September 2024
23676,MIZ/KOL/2024/850,Mizoram,Kolasib,,,24.10506389,93.09593611,Earth,Slide,24 September 2024
23677,MIZ/KOL/2024/851,Mizoram,Kolasib,,,24.10743611,93.09532222,Debris,Slide,24 September 2024
23678,MIZ/KOL/2024/852,Mizoram,Kolasib,,,24.10687222,93.08849722,Earth,Slide,24 September 2024
23679,MIZ/AZL/2024/853,Mizoram,Aizawl,,,23.24231111,93.17726667,Debris,Slide,17 July 2024
23680,MIZ/AZL/2024/854,Mizoram,Aizawl,,,23.24500833,93.17587222,Debris,Slide,24 September 2024
23681,MIZ/AZL/2024/855,Mizoram,Aizawl,,,23.24454722,93.17027222,Debris,Slide,19 July 2024
23682,MIZ/AZL/2024/856,Mizoram,Aizawl,,,23.20960722,93.13104722,Debris,Slide,2 July 2024
23683,MIZ/AZL/2024/857,Mizoram,Aizawl,,,23.21068583,93.1212325,Debris,Slide,2 July 2024
23684,MIZ/KOL/2024/858,Mizoram,Kolasib,,,23.49216111,93.23695,Rock,Slide,17 July 2024
23685,MIZ/KOL/2024/859,Mizoram,Kolasib,,,23.504575,93.23805,Debris,Complex,17 July 2024
23686,MIZ/KOL/2024/860,Mizoram,Kolasib,,,24.15364444,93.02183611,Debris,Slide,7 June 2024
23687,MIZ/KOL/2024/861,Mizoram,Kolasib,,,24.15817222,93.02488611,Earth,Slide,28 September 2024
23688,MIZ/KOL/2024/862,Mizoram,Kolasib,,,24.23419444,93.02469167,Earth,Slide,28 September 2024
23689,MIZ/KOL/2024/863,Mizoram,Kolasib,,,24.32836667,93.00923056,Earth,Slide,28 September 2024
23690,MIZ/KOL/2024/864,Mizoram,Kolasib,,,24.34421944,93.03191111,Debris,Slide,
23691,MIZ/KOL/2024/865,Mizoram,Kolasib,,,24.40520278,93.06672222,Debris,Slide,9 July 2024
23692,MIZ/KOL/2024/866,Mizoram,Kolasib,,,24.4259,93.13580556,Earth,Slide,28 May 2024
23693,MIZ/KOL/2024/867,Mizoram,Kolasib,,,24.44347778,93.15817778,Debris,Complex,7 July 2024
23694,MIZ/KOL/2024/868,Mizoram,Kolasib,,,24.42383889,93.14429167,Debris,Complex,
23695,MIZ/KOL/2024/869,Mizoram,Kolasib,,,24.44857778,93.15738611,Debris,Complex,7 July 2024
23696,MIZ/KOL/2024/870,Mizoram,Kolasib,,,24.44003333,93.16011944,Debris,Complex,
23697,MIZ/KOL/2024/871,Mizoram,Kolasib,,,24.44003333,93.16011944,Debris,Complex,
23698,MIZ/KOL/2024/872,Mizoram,Kolasib,,,24.56703611,93.23536389,Debris,Slide,
23699,MIZ/KOL/2024/873,Mizoram,Kolasib,,,24.65409167,93.204625,Debris,Slide,17 July 2024
23700,MIZ/KOL/2024/874,Mizoram,Kolasib,,,24.65018056,93.20256667,Debris,Slide,17 July 2024
23701,MIZ/KOL/2024/875,Mizoram,Kolasib,,,24.6273,93.20404444,Earth,Slide,17 July 2024
23702,MIZ/KOL/2024/876,Mizoram,Kolasib,,,24.62604722,93.22583889,Debris,Complex,12 June 2024
23703,MIZ/KOL/2024/877,Mizoram,Kolasib,,,24.58605,93.21056389,Debris,Slide,24 September 2024
23704,MIZ/KOL/2024/878,Mizoram,Kolasib,,,24.577475,93.19105,Debris,Slide,22 October 2024
23705,MIZ/KOL/2024/879,Mizoram,Kolasib,,,24.56062778,93.18938889,Earth,Slide,7 July 2024
23706,MIZ/KOL/2024/880,Mizoram,Kolasib,,,24.5716,93.17273056,Debris,Slide,12 June 2024
23707,MIZ/KOL/2024/881,Mizoram,Kolasib,,,24.56925833,93.177275,Debris,Slide,28 May 2024
23708,MIZ/KOL/2024/882,Mizoram,Kolasib,,,24.57296389,93.17700556,Debris,Slide,7 July 2024
23709,MIZ/KOL/2024/883,Mizoram,Kolasib,,,24.5768,93.106075,Debris,Slide,12 June 2024
23710,MIZ/KOL/2024/884,Mizoram,Kolasib,,,24.526075,93.05379167,Debris,Slide,28 May 2024
23711,MIZ/KOL/2024/885,Mizoram,Kolasib,,,24.458325,93.09439167,Debris,Slide,24 September 2024
23713,MIZ/AZL/84A10/2025/001,Mizoram,Aizawl,,Kulikawn East,23.692391,92.723348,Debris,Slide,28 May and 29 amy 2025
23714,MIZ/AZL/84A10/2025/002,Mizoram,Aizawl,,Kulikawn East,23.6868033,92.7251987,Rock,Slide,29 May 2025
23715,MIZ/AZL/84A10/2025/003,Mizoram,Aizawl,,"Ngaizel, Kulikawn",23.7002691,92.7181685,Rock,Fall,13 May 2025
23716,MIZ/AZL/84A10/2025/004,Mizoram,Aizawl,,"Zohnuai, Vaivakawn, Aizawl",23.74247,92.705587,Debris,Subsidence,31 May 2025
23717,MIZ/AZL/84A10/2025/005,Mizoram,Aizawl,,Dawrpui,23.729422,92.716596,Earth,Slide,"28 May 2024, 31 May 2025"
23718,MIZ/AZL/84A10/2025/006,Mizoram,Aizawl,,"Kawltheihuan, Mission Veng",23.717553,92.716826,Debris,Subsidence,"1990, 2015 31.05.2025"
23719,MIZ/AZL/84A10/2025/007,Mizoram,Aizawl,,"Mission vengthlang, Aizawl",23.71577,92.713172,Debris,Slide,31 May 2025 and 01 June 2025
23720,MIZ/AZL/84A14/2025/008,Mizoram,Aizawl,,Zemabawk,23.730243,92.75603,Debris,Slide,"2020, 30 May 2025 (Morning)"
23721,MIZ/AZL/84A09/2025/009,Mizoram,Aizawl,,"Zuangtui, Aizawl",23.75024,92.736662,Debris,Flow,01 June 2025
23722,MIZ/AZL/84A09/2025/010,Mizoram,Aizawl,,Bawngkawn Shalom Veng,23.758901,92.730863,Debris,slide,30 May 2025(early morning)
23723,MIZ/AZL/84A09/2025/011,Mizoram,Aizawl,,Chaltlang Lily Veng,23.755925,92.726753,Rock,Fall,24 May 2025
23724,MIZ/AZL/84A10/2025/012,Mizoram,Aizawl,,"Chanmari West, Aizawl",23.745802,92.717053,Earth,Slide,01 June 2025
23725,MIZ/AZL/84A10/2025/013,Mizoram,Aizawl,,Hualngohmun,23.605091,92.72184,Debris,Flow,28 May 2024 and 01 June 2025
23726,MIZ/AZL/84A10/2025/014,Mizoram,Aizawl,,Tachhip,23.581766,92.713413,Debris,Slide,28 May 2024 and 30 May 2025
23727,MIZ/AZL/84A11/2025/015,Mizoram,Aizawl,,Sumsuih,23.469247,92.744068,Earth,Slide,01 June 2025
23728,MIZ/AZL/84A15/2025/016,Mizoram,Aizawl,,Sialsuk,23.410771,92.753123,Debris,Slide,28 May 2024
23729,MIZ/AZL/84A15/2025/017,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.367366,92.767304,Rock,Slide,01 June 2025
23730,MIZ/AZL/84A15/2025/018,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.353485,92.780193,Debris,Slide,31 May 2025
23731,MIZ/AZL/84A15/2025/019,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.350187,92.778852,Debris,Slide,30 May 2025
23732,MIZ/AZL/84A15/2025/020,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.341022,92.776761,Debris,Slide,30 May 2025
23733,MIZ/AZL/84A15/2025/021,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.339144,92.786128,Debris,Slide,30 May 2025
23734,MIZ/AZL/84A15/2025/022,Mizoram,Aizawl,,Thenzawl Quarry,23.336229,92.787113,Debris,Flow,30 May 2025
23735,MIZ/AZL/84A15/2025/023,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.313871,92.792739,Debris,Slide,01 June 2025
23736,MIZ/SER/84A15/2025/024,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei Highway,23.315355,92.790619,Debris,Slide,31 May 2025
23737,MIZ/SER/84A15/2025/025,Mizoram,Serchhip,,Outside Thenzawl,23.316491,92.788798,Debris,Slide,31 May 2025
23738,MIZ/SER/84A12/2025/026,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei Highway,23.239637,92.748175,Debris,Slide,30 May 2025
23739,MIZ/SER/84A12/2025/027,Mizoram,Serchhip,,Buangpui,23.239077,92.745631,Earth,Slide,31 May 2025
23740,MIZ/SER/84A12/2025/028,Mizoram,Serchhip,,Buangpui,23.239137,92.744468,Debris,Slide,01 June 2025
23741,MIZ/SER/84A12/2025/029,Mizoram,Serchhip,,Buangpui,23.239797,92.744214,Debris,Slide,31 May 2025
23742,MIZ/SER/84A12/2025/030,Mizoram,Serchhip,,Buangpui,23.238785,92.744224,Debris,Slide,31 May 2025
23743,MIZ/SER/84A12/2025/031,Mizoram,Serchhip,,Buangpui,23.235716,92.744499,Earth,Slide,31 May 2025 at 3am
23744,MIZ/LUNG/84A12/2025/032,Mizoram,Lunglei,,Kanghmun,23.214239,92.740856,Debris,Slide,31 May 2025
23745,MIZ/LUNG/84A12/2025/033,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.203253,92.735838,Earth,Slide,31 May 2025
23746,MIZ/LUNG/84A12/2025/034,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.200475,92.735007,Debris,Slide,01 June 2025
23747,MIZ/LUNG/84A12/2025/035,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.195661,92.73562,Rock,Slide,01 June 2025
23748,MIZ/LUNG/84A12/2025/036,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.194007,92.734654,Rock,Slide,30 May 2025
23749,MIZ/LUNG/84A12/2025/037,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.193468,92.734849,Debris,Slide,30 May 2025
23750,MIZ/LUNG/84A12/2025/038,Mizoram,Lunglei,,Ramlaitui,23.183856,92.735346,Debris,Slide,30 May 2025
23751,MIZ/LUNG/84A12/2025/039,Mizoram,Lunglei,,Ramlaitui,23.182152,92.734299,Debris,Slide,06.06.2018 31.05.2025
23752,MIZ/LUNG/84A12/2025/040,Mizoram,Lunglei,,Ramlaitui,23.181806,92.736868,Earth,slide,30 May 2025
23753,MIZ/LUNG/84A12/2025/041,Mizoram,Lunglei,,Ramlaitui,23.18077,92.735789,Debris,Flow,31 May 2025
23754,MIZ/LUNG/84A12/2025/042,Mizoram,Lunglei,,Ramlaitui,23.173606,92.739793,Debris,Slide,31 May 2025
23755,MIZ/LUNG/84A12/2025/043,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.150939,92.748258,Debris,Slide,31 May 2025
23756,MIZ/LUNG/84A16/2025/044,Mizoram,Lunglei,,Sekhum,23.140846,92.751229,Debris,Slide,31 May 2025
23757,MIZ/LUNG/84A12/2025/045,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.1351,92.748694,Debris,Slide,31 May 2025
23758,MIZ/LUNG/84A12/2025/046,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.134009,92.746247,Earth,Slide,31 May 2025
23759,MIZ/LUNG/84A12/2025/047,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.132082,92.746268,Debris,Slide,31 May 2025
23760,MIZ/LUNG/84A12/2025/048,Mizoram,Lunglei,,N. Mualthuam,23.114694,92.743931,Debris,Slide,01 June 2025
23761,MIZ/LUNG/84A12/2025/049,Mizoram,Lunglei,,N. Mualthuam,23.114225,92.746024,Debris,Slide,31 May 2025
23762,MIZ/LUNG/84A12/2025/050,Mizoram,Lunglei,,N. Mualthuam,23.111824,92.745097,Debris,Slide,31 May 2025
23763,MIZ/LUNG/84A16/2025/051,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.015005,92.765065,Rock,Slide,30 May 2025
23764,MIZ/LUNG/84A16/2025/052,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.022804,92.755698,Debris,Slide,31 May 2025
23765,MIZ/LUNG/84B09/2025/053,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,22.973735,92.725975,Debris,Slide,30 May 2025
23766,MIZ/LAW/84B14/2025/054,Mizoram,Lawngtlai,,"Chanmari and Bazar Veng, Lawngtlai",22.529731,92.896699,Debris,Slide,"Sept 1992, 22 May 1995, 30.05.2025 10:30pm"
23767,MIZ/LAW/84B14/2025/055,Mizoram,Lawngtlai,,"College Veng, Lawngtlai",22.519716,92.891037,Debris,Slide,31 May 2025
23768,MIZ/LAW/84B15/2025/056,Mizoram,Lawngtlai,,NH 54,22.48765,92.886806,Rock,Fall,31 May 2025
23769,MIZ/SIA/84B15/2025/057,Mizoram,Siaha,,Kawchaw W,22.404215,92.951647,Debris,Slide,31 May 2025
23770,MIZ/SIA/84B15/2025/058,Mizoram,Siaha,,NH 54,22.444376,92.947323,Debris,Slide,30 May 2025
23771,MIZ/SIA/84B15/2025/059,Mizoram,Siaha,,"Meiseviah, Siaha",22.491822,92.970252,Earth,Slide,31 May 2025
23772,MIZ/SIA/84B15/2025/060,Mizoram,Siaha,,"Meiseviah, Siaha",22.491,92.97076,Debris,Slide,31 May 2025
23773,MIZ/SIA/84F03/2025/061,Mizoram,Siaha,,Lobo,22.469737,93.100868,Debris,Slide,01 June 2025
23774,MIZ/SIA/84B15/2025/061,Mizoram,Siaha,,Siaha to Kawlchaw,22.437107,92.946912,Debris,Slide,31 May 2025
23775,MIZ/LAW/84B14/2025/061,Mizoram,Lawngtlai,,Thingkah,22.54735,92.882032,Debris,Slide,31 May 2025
23776,MIZ/LUNG/84B14/2025/062,Mizoram,Lunglei,,NH 54,22.641087,92.867635,Debris,Slide,31 May 2025
23777,MIZ/LUNG/84B14/2025/063,Mizoram,Lunglei,,NH 54,22.660692,92.855602,Debris,Slide,31 May 2025
23778,MIZ/LUNG/84B14/2025/064,Mizoram,Lunglei,,NH 54,22.688472,92.842907,Debris,Slide,31 May 2025
23779,MIZ/LUNG/84B14/2025/065,Mizoram,Lunglei,,NH 54,22.702165,92.836523,Debris,Slide,31 May 2025
23780,MIZ/LUNG/84B14/2025/066,Mizoram,Lunglei,,NH 54,22.706999,92.841597,Debris,Slide,31 May 2025
23781,MIZ/LUNG/84B14/2025/067,Mizoram,Lunglei,,NH 54,22.745387,92.841543,Debris,Slide,31 May 2025
23782,MIZ/LUNG/84B13/2025/070,Mizoram,Lunglei,,NH 54,22.788323,92.833817,Debris,Slide,31 May 2025
23783,MIZ/LUNG/84B13/2025/071,Mizoram,Lunglei,,NH 54,22.793307,92.819831,Debris,Slide,31 May 2025
23784,MIZ/LUNG/84B13/2025/072,Mizoram,Lunglei,,Theiriat,22.866131,92.772713,Debris,Slide,01 June 2025
23785,MIZ/LUNG/84B13/2025/073,Mizoram,Lunglei,,Serkawn PHE Complex,22.903567,92.758702,Debris,Flow,01 June 2025
23786,MIZ/LUNG/84B13/2025/074,Mizoram,Lunglei,,"Zohnuai, Lunglei",22.903454,92.760096,Debris,Slide,01 June 2025
23787,MIZ/LUNG/84B13/2025/075,Mizoram,Lunglei,,"Serkawn, Lunglei",22.904615,92.75705,Debris,Slide,01 June 2025
23788,MIZ/LUNG/84B13/2025/076,Mizoram,Lunglei,,"Zohnuai, Lunglei",22.922528,92.752404,Debris,Slide,01 June 2025
23789,MIZ/LUNG/84B09/2025/077,Mizoram,Lunglei,,"Bazar Veng, Lunglei",22.895235,92.747812,Debris,Slide,02 June 2025
23790,MIZ/LUNG/84B13/2025/078,Mizoram,Lunglei,,NH 54,22.88042,92.821692,Debris,Slide,01 June 2025
23791,MIZ/LUNG/84B13/2025/079,Mizoram,Lunglei,,NH 54,22.892426,92.822937,Debris,Slide,31 May 2025
23792,MIZ/HNAH/84B13/2025/080,Mizoram,Hnahthial,,NH 54,22.902089,92.879909,Debris,Slide,31 May 2025
23793,MIZ/HNAH/84B13/2025/081,Mizoram,Hnahthial,,Hnahthial Kanaan Veng,22.967715,92.925677,Debris,Slide,31 May 2025
23794,MIZ/HNAH/84B13/2025/082,Mizoram,Hnahthial,,"Electric Veng, Hnahthial",22.971217,92.925544,Earth,Slide,31 May 2025
23795,MIZ/HNAH/84B13/2025/083,Mizoram,Hnahthial,,"Electric Veng, Hnahthial",22.969582,92.925917,Earth,Slide,31 May 2025
23796,MIZ/HNAH/84A16/2025/084,Mizoram,Hnahthial,,Pangzawl,23.077813,92.89844,Debris,Slide,31 May 2025
23797,MIZ/HNAH/84A16/2025/085,Mizoram,Hnahthial,,Pangzawl,23.081023,92.897247,Debris,Slide,31 May 2025
23798,MIZ/HNAH/84A16/2025/086,Mizoram,Hnahthial,,Pangzawl,23.084343,92.898597,Debris,Slide,31 May 2025
23799,MIZ/HNAH/84A16/2025/087,Mizoram,Hnahthial,,Pangzawl,23.170678,92.899334,Rock,Slide,01 June 2025
23800,MIZ/SER/84A16/2025/088,Mizoram,Serchhip,,Bungtlang,23.180345,92.900082,Debris,Slide,01 June 2025
23801,MIZ/SER/84A16/2025/089,Mizoram,Serchhip,,Bungtlang Vengsang,23.187383,92.89826,Earth,Slide,01 June 2025
23802,MIZ/SER/84A16/2025/090,Mizoram,Serchhip,,Bungtlang,23.187762,92.898034,Earth,slide,01 June 2025
23803,MIZ/SER/84A16/2025/091,Mizoram,Serchhip,,Bungtlang,23.188273,92.898879,Earth,Slide,31 May 2025
23804,MIZ/SER/84A16/2025/092,Mizoram,Serchhip,,Bungtlang,23.193401,92.900218,Debris,Flow,29 May 2025
23805,MIZ/SER/84A16/2025/093,Mizoram,Serchhip,,Bungtlang,23.198119,92.899566,Debris,Slide,31 May 2025
23806,MIZ/SER/84A16/2025/094,Mizoram,Serchhip,,NH 54,23.223594,92.914767,Debris,Slide,31 May 2025
23807,MIZ/SER/84A16/2025/095,Mizoram,Serchhip,,NH 54,23.225227,92.912496,Debris,Slide,31 May 2025
23808,MIZ/SER/84A16/2025/096,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.32201,92.85822,Debris,Flow,31 May 2025 at 02:25am
23809,MIZ/SER/84A15/2025/097,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.322039,92.859147,Debris,Slide,31 May 2025
23810,MIZ/SER/84A15/2025/098,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.319156,92.857722,Debris,Slide,31 May 2025
23811,MIZ/SER/84A15/2025/099,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.317543,92.858683,Debris,Slide,31 May 2025
23812,MIZ/SER/84A15/2025/100,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.318568,92.852294,Debris,Slide,31 May 2025
23813,MIZ/SER/84A15/2025/101,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.323423,92.860926,Earth,Slide,31 May 2025
23814,MIZ/SER/84A15/2025/102,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.319412,92.855415,Debris,Slide,31 May 2025
23815,MIZ/SER/84A15/2025/103,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.319184,92.856725,Debris,Flow,31 May 2025
23816,MIZ/SER/84A15/2025/104,Mizoram,Serchhip,,"Field Veng, Serchhip",23.309286,92.850807,Debris,Flow,31 May 2025
23817,MIZ/SER/84A15/2025/105,Mizoram,Serchhip,,"Field Veng, Serchhip",23.10112,92.852784,Earth,Slide,31 May 2025
23818,MIZ/SER/84A15/2025/106,Mizoram,Serchhip,,"Ramthlun Veng, Serchhip",23.309914,92.853522,Earth,Slide,31 May 2025
23819,MIZ/SER/84A15/2025/107,Mizoram,Serchhip,,"AOC, Serchhip",23.315273,92.856524,Debris,Slide,31 May 2025
23820,MIZ/SER/84A15/2025/108,Mizoram,Serchhip,,Serchhip,23.311529,92.85443,Debris,Slide,31 May 2025
23821,MIZ/SER/84A15/2025/109,Mizoram,Serchhip,,Serchhip,23.31637,92.854172,Debris,Slide,31 May 2025
23822,MIZ/SER/84A15/2025/110,Mizoram,Serchhip,,"Chandmari, Serchhip",23.310074,92.858498,Debris,Slide,31 May 2025
23823,MIZ/SER/84A15/2025/111,Mizoram,Serchhip,,"Chandmari, Serchhip",23.309295,92.860017,Debris,Slide,31 May 2025
23824,MIZ/SER/84A15/2025/112,Mizoram,Serchhip,,"Chandmari, Serchhip",23.308629,92.860039,Earth,Slide,31 May 2025
23825,MIZ/SER/84A15/2025/113,Mizoram,Serchhip,,Serchhip,23.308778,92.858357,Debris,Slide,31 May 2025
23826,MIZ/SER/84A15/2025/114,Mizoram,Serchhip,,Serchhip,23.300837,92.855693,Debris,Slide,31 May 2025
23827,MIZ/SER/84A15/2025/115,Mizoram,Serchhip,,Serchhip,23.300787,92.853572,Debris,Slide,31 May 2025
23828,MIZ/SER/84A15/2025/116,Mizoram,Serchhip,,Serchhip,23.305323,92.852358,Debris,Slide,31 May 2025
23829,MIZ/SER/84A15/2025/117,Mizoram,Serchhip,,Serchhip,23.30554,92.854877,Debris,Slide,01 June2025
23830,MIZ/SER/84A15/2025/118,Mizoram,Serchhip,,"Chandmari, Serchhip",23.304746,92.862109,Debris,Slide,08 June 2025
23831,MIZ/SER/84A15/2025/119,Mizoram,Serchhip,,Serchhip,23.298928,92.857435,Debris,Slide,31 May 2025
23832,MIZ/SER/84A15/2025/120,Mizoram,Serchhip,,"Chandmari, Serchhip",23.310846,92.858915,Debris,Flow,31 May 2025
23833,MIZ/SER/84A15/2025/121,Mizoram,Serchhip,,"Chandmari, Serchhip",23.311335,92.858026,Debris,Slide,31 May 2025
23834,MIZ/SER/84A15/2025/122,Mizoram,Serchhip,,"Tuikhuah Veng, Serchhip",23.307089,92.854209,Debris,Slide,"31 May 2025, 01 June 2025"
23835,MIZ/SER/84A15/2025/123,Mizoram,Serchhip,,"Saron, Serchhip",23.3057,92.852802,Debris,Slide,31 May 2025
23836,MIZ/SER/84A15/2025/124,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.307093,92.856289,Debris,Slide,01 June 2025
23837,MIZ/SER/84A15/2025/125,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.307524,92.857678,Debris,Subsidence,01 June 2025
